'- 송전단 기준 전력수요 예측값을 매 5분 단위로 제공합니다.

시간,수요예측MW
2025-05-02 08:15:00,44179.386719
2025-05-02 08:20:00,44391.375
2025-05-02 08:25:00,44142.667969
2025-05-02 08:30:00,43897.230469
2025-05-02 08:35:00,43660.679688
2025-05-02 08:40:00,43564.34375
2025-05-02 08:45:00,43482.09375
2025-05-02 08:50:00,42986.609375
2025-05-02 08:55:00,42458.910156
2025-05-02 09:00:00,41886.105469
2025-05-02 09:05:00,41479.6875
2025-05-02 09:10:00,41323.613281
2025-05-02 09:15:00,41017.472656
2025-05-02 09:20:00,40584.835938
2025-05-02 09:25:00,40261.253906
2025-05-02 09:30:00,39947.503906
2025-05-02 09:35:00,39647.121094
2025-05-02 09:40:00,39368.5
2025-05-02 09:45:00,39491.71875
2025-05-02 09:50:00,39444.449219
2025-05-02 09:55:00,39479.125
2025-05-02 10:00:00,39161.925781
2025-05-02 10:05:00,39360.839844
2025-05-02 10:10:00,39621.722656
2025-05-02 10:15:00,39551.507812
2025-05-02 10:20:00,39729.238281
2025-05-02 10:25:00,39808.453125
2025-05-02 10:30:00,40134.300781
2025-05-02 10:35:00,40252.511719
2025-05-02 10:40:00,40326.234375
2025-05-02 10:45:00,40022.355469
2025-05-02 10:50:00,39786.070312
2025-05-02 10:55:00,39510.441406
2025-05-02 11:00:00,39496.269531
2025-05-02 11:05:00,39403.242188
2025-05-02 11:10:00,38997.238281
2025-05-02 11:15:00,39087.097656
2025-05-02 11:20:00,38924.257812
2025-05-02 11:25:00,38750.34375
2025-05-02 11:30:00,38543.808594
2025-05-02 11:35:00,38296.269531
2025-05-02 11:40:00,38256.816406
2025-05-02 11:45:00,38333.621094
2025-05-02 11:50:00,38497.863281
2025-05-02 11:55:00,38075.714844
2025-05-02 12:00:00,37769.25
2025-05-02 12:05:00,37703.902344
2025-05-02 12:10:00,37771.6875
2025-05-02 12:15:00,37677.421875
2025-05-02 12:20:00,37332.164062
2025-05-02 12:25:00,37086.171875
2025-05-02 12:30:00,37156.953125
2025-05-02 12:35:00,37179.855469
2025-05-02 12:40:00,36956.804688
2025-05-02 12:45:00,36894.234375
2025-05-02 12:50:00,36980.757812
2025-05-02 12:55:00,36962.03125
2025-05-02 13:00:00,37203.511719
2025-05-02 13:05:00,37597.757812
2025-05-02 13:10:00,38106.652344
2025-05-02 13:15:00,38284.769531
2025-05-02 13:20:00,38196.667969
2025-05-02 13:25:00,38090.324219
2025-05-02 13:30:00,38272.433594
2025-05-02 13:35:00,38464.433594
2025-05-02 13:40:00,38689.660156
2025-05-02 13:45:00,38587.421875
2025-05-02 13:50:00,38618.308594
2025-05-02 13:55:00,38472.527344
2025-05-02 14:00:00,38763.992188
2025-05-02 14:05:00,39070.597656
2025-05-02 14:10:00,39393.96875
2025-05-02 14:15:00,39812.09375
2025-05-02 14:20:00,40404.46875
2025-05-02 14:25:00,40637.84375
2025-05-02 14:30:00,40543.132812
2025-05-02 14:35:00,40798.160156
2025-05-02 14:40:00,41067.636719
2025-05-02 14:45:00,41300.476562
2025-05-02 14:50:00,41655.039062
2025-05-02 14:55:00,42066.820312
2025-05-02 15:00:00,42288.125
2025-05-02 15:05:00,42447.535156
2025-05-02 15:10:00,42513.871094
2025-05-02 15:15:00,42540.984375
2025-05-02 15:20:00,42824.75
2025-05-02 15:25:00,43280.40625
2025-05-02 15:30:00,43390.082031
2025-05-02 15:35:00,43499.519531
2025-05-02 15:40:00,43627.5
2025-05-02 15:45:00,43835.4375
2025-05-02 15:50:00,44008.765625
2025-05-02 15:55:00,44591.246094
2025-05-02 16:00:00,45411.714844
2025-05-02 16:05:00,45880.585938
2025-05-02 16:10:00,45766.066406
2025-05-02 16:15:00,46245.617188
2025-05-02 16:20:00,46743.699219
2025-05-02 16:25:00,47200.414062
2025-05-02 16:30:00,47745.558594
2025-05-02 16:35:00,48025.941406
2025-05-02 16:40:00,48177.050781
2025-05-02 16:45:00,48423.664062
2025-05-02 16:50:00,48592.546875
2025-05-02 16:55:00,48897.0625
2025-05-02 17:00:00,49176.941406
2025-05-02 17:05:00,49167.300781
2025-05-02 17:10:00,49124.109375
2025-05-02 17:15:00,49421.144531
2025-05-02 17:20:00,49712.265625
2025-05-02 17:25:00,50089.527344
2025-05-02 17:30:00,50283.425781
2025-05-02 17:35:00,50696.511719
2025-05-02 17:40:00,51014.761719
2025-05-02 17:45:00,51313.734375
2025-05-02 17:50:00,51577.253906
2025-05-02 17:55:00,52035.425781
2025-05-02 18:00:00,52142.058594
2025-05-02 18:05:00,52352.324219
2025-05-02 18:10:00,52481.871094
2025-05-02 18:15:00,52703.078125
2025-05-02 18:20:00,52997.824219
2025-05-02 18:25:00,53211.175781
2025-05-02 18:30:00,53446.652344
2025-05-02 18:35:00,53735.871094
2025-05-02 18:40:00,53897.667969
2025-05-02 18:45:00,54158.503906
2025-05-02 18:50:00,54353.832031
2025-05-02 18:55:00,54585.148438
2025-05-02 19:00:00,54675.785156
2025-05-02 19:05:00,54665.664062
2025-05-02 19:10:00,54815.910156
2025-05-02 19:15:00,54925.402344
2025-05-02 19:20:00,55142.664062
2025-05-02 19:25:00,55359.910156
2025-05-02 19:30:00,55491.089844
2025-05-02 19:35:00,55562.261719
2025-05-02 19:40:00,55506.914062
2025-05-02 19:45:00,55658.613281
2025-05-02 19:50:00,55620.523438
2025-05-02 19:55:00,55581.519531
2025-05-02 20:00:00,55462.242188
2025-05-02 20:05:00,55151.878906
2025-05-02 20:10:00,55067.574219
2025-05-02 20:15:00,54965.035156
2025-05-02 20:20:00,55020.042969
2025-05-02 20:25:00,55078.164062
2025-05-02 20:30:00,54932.769531
2025-05-02 20:35:00,54666.175781
2025-05-02 20:40:00,54611.785156
2025-05-02 20:45:00,54690.839844
2025-05-02 20:50:00,54589.722656
2025-05-02 20:55:00,54442.300781
2025-05-02 21:00:00,54370.035156
2025-05-02 21:05:00,54132.308594
2025-05-02 21:10:00,54023.167969
2025-05-02 21:15:00,53806.914062
2025-05-02 21:20:00,53912.910156
2025-05-02 21:25:00,53809.113281
2025-05-02 21:30:00,53624.519531
2025-05-02 21:35:00,53712.015625
2025-05-02 21:40:00,53675.378906
2025-05-02 21:45:00,53706.382812
2025-05-02 21:50:00,53714.765625
2025-05-02 21:55:00,53658.1875
2025-05-02 22:00:00,53393.496094
2025-05-02 22:05:00,53446.765625
2025-05-02 22:10:00,53821.417969
2025-05-02 22:15:00,54005.28125
2025-05-02 22:20:00,53975.414062
2025-05-02 22:25:00,53883.0
2025-05-02 22:30:00,53521.441406
2025-05-02 22:35:00,53363.164062
2025-05-02 22:40:00,53279.035156
2025-05-02 22:45:00,53238.121094
2025-05-02 22:50:00,53211.324219
2025-05-02 22:55:00,52875.730469
2025-05-02 23:00:00,52810.996094
2025-05-02 23:05:00,52995.714844
2025-05-02 23:10:00,53125.828125
2025-05-02 23:15:00,52898.011719
2025-05-02 23:20:00,52898.011719
2025-05-02 23:25:00,52588.359375
2025-05-02 23:30:00,52205.378906
2025-05-02 23:35:00,51978.375
2025-05-02 23:40:00,51689.761719
2025-05-02 23:45:00,51432.21875
2025-05-02 23:50:00,51150.449219
2025-05-02 23:55:00,50785.171875
2025-05-03,50411.460938
2025-05-03 00:05:00,50000.511719
2025-05-03 00:10:00,49930.625
2025-05-03 00:15:00,49629.714844
2025-05-03 00:20:00,49226.601562
2025-05-03 00:25:00,48928.925781
2025-05-03 00:30:00,48612.558594
2025-05-03 00:35:00,48427.832031
2025-05-03 00:40:00,48262.503906
2025-05-03 00:45:00,48134.996094
2025-05-03 00:50:00,47812.820312
2025-05-03 00:55:00,47472.582031
2025-05-03 01:00:00,47356.097656
2025-05-03 01:05:00,47284.375
2025-05-03 01:10:00,47153.632812
2025-05-03 01:15:00,47083.917969
2025-05-03 01:20:00,46996.363281
2025-05-03 01:25:00,46765.25
2025-05-03 01:30:00,46905.828125
2025-05-03 01:35:00,46750.558594
2025-05-03 01:40:00,46453.351562
2025-05-03 01:45:00,46296.4375
2025-05-03 01:50:00,46230.644531
2025-05-03 01:55:00,46303.414062
2025-05-03 02:00:00,46365.144531
2025-05-03 02:05:00,46370.289062
2025-05-03 02:10:00,45768.453125
2025-05-03 02:15:00,45614.085938
2025-05-03 02:20:00,45632.648438
2025-05-03 02:25:00,45584.515625
2025-05-03 02:30:00,45467.507812
2025-05-03 02:35:00,45382.824219
2025-05-03 02:40:00,45559.148438
2025-05-03 02:45:00,45668.503906
2025-05-03 02:50:00,45499.785156
2025-05-03 02:55:00,45352.292969
2025-05-03 03:00:00,45155.226562
2025-05-03 03:05:00,45101.664062
2025-05-03 03:10:00,45232.757812
2025-05-03 03:15:00,45463.589844
2025-05-03 03:20:00,45293.234375
2025-05-03 03:25:00,45323.496094
2025-05-03 03:30:00,45197.328125
2025-05-03 03:35:00,45037.480469
2025-05-03 03:40:00,44975.445312
2025-05-03 03:45:00,45112.695312
2025-05-03 03:50:00,45539.109375
2025-05-03 03:55:00,45381.300781
2025-05-03 04:00:00,45473.082031
2025-05-03 04:05:00,45313.304688
2025-05-03 04:10:00,45359.539062
2025-05-03 04:15:00,45478.339844
2025-05-03 04:20:00,45397.242188
2025-05-03 04:25:00,45564.980469
2025-05-03 04:30:00,45817.839844
2025-05-03 04:35:00,45624.1875
2025-05-03 04:40:00,45519.347656
2025-05-03 04:45:00,45319.148438
2025-05-03 04:50:00,45302.246094
2025-05-03 04:55:00,45529.980469
2025-05-03 05:00:00,45650.710938
2025-05-03 05:05:00,45901.714844
2025-05-03 05:10:00,46062.351562
2025-05-03 05:15:00,46053.472656
2025-05-03 05:20:00,46182.722656
2025-05-03 05:25:00,46141.132812
2025-05-03 05:30:00,46095.933594
2025-05-03 05:35:00,46074.519531
2025-05-03 05:40:00,46259.070312
2025-05-03 05:45:00,45906.292969
2025-05-03 05:50:00,45752.710938
2025-05-03 05:55:00,45910.859375
2025-05-03 06:00:00,45728.90625
2025-05-03 06:05:00,45460.210938
2025-05-03 06:10:00,46093.878906
2025-05-03 06:15:00,46550.394531
2025-05-03 06:20:00,47058.449219
2025-05-03 06:25:00,47271.261719
2025-05-03 06:30:00,47372.644531
2025-05-03 06:35:00,47329.675781
2025-05-03 06:40:00,47961.550781
2025-05-03 06:45:00,48196.671875
2025-05-03 06:50:00,47975.042969
2025-05-03 06:55:00,47865.183594
2025-05-03 07:00:00,47814.976562
2025-05-03 07:05:00,47975.765625
2025-05-03 07:10:00,48300.699219
2025-05-03 07:15:00,48285.144531
2025-05-03 07:20:00,48273.976562
2025-05-03 07:25:00,48320.058594
2025-05-03 07:30:00,48340.980469
2025-05-03 07:35:00,48094.257812
2025-05-03 07:40:00,47940.695312
2025-05-03 07:45:00,47671.148438
2025-05-03 07:50:00,47471.238281
2025-05-03 07:55:00,47640.160156
2025-05-03 08:00:00,47563.34375
2025-05-03 08:05:00,47572.082031
2025-05-03 08:10:00,47771.511719
2025-05-03 08:15:00,47595.324219
2025-05-03 08:20:00,47769.046875
2025-05-03 08:25:00,47815.574219
2025-05-03 08:30:00,47882.984375
2025-05-03 08:35:00,47929.78125
2025-05-03 08:40:00,47728.335938
2025-05-03 08:45:00,47726.1875
2025-05-03 08:50:00,48001.371094
2025-05-03 08:55:00,48370.074219
2025-05-03 09:00:00,48556.515625
2025-05-03 09:05:00,48881.613281
2025-05-03 09:10:00,48787.351562
2025-05-03 09:15:00,48994.132812
2025-05-03 09:20:00,49235.507812
2025-05-03 09:25:00,49336.132812
2025-05-03 09:30:00,49355.042969
2025-05-03 09:35:00,49356.757812
2025-05-03 09:40:00,49385.234375
2025-05-03 09:45:00,49478.753906
2025-05-03 09:50:00,49477.152344
2025-05-03 09:55:00,49753.246094
2025-05-03 10:00:00,49753.234375
2025-05-03 10:05:00,49793.570312
2025-05-03 10:10:00,49961.214844
2025-05-03 10:15:00,50075.1875
2025-05-03 10:20:00,50042.570312
2025-05-03 10:25:00,50222.203125
2025-05-03 10:30:00,50118.59375
2025-05-03 10:35:00,50045.59375
2025-05-03 10:40:00,50102.523438
2025-05-03 10:45:00,50035.578125
2025-05-03 10:50:00,50318.304688
2025-05-03 10:55:00,50361.796875
2025-05-03 11:00:00,50337.570312
2025-05-03 11:05:00,50175.214844
2025-05-03 11:10:00,50269.527344
2025-05-03 11:15:00,50165.640625
2025-05-03 11:20:00,50290.148438
2025-05-03 11:25:00,50162.066406
2025-05-03 11:30:00,49875.851562
2025-05-03 11:35:00,49591.964844
2025-05-03 11:40:00,49471.136719
2025-05-03 11:45:00,49443.625
2025-05-03 11:50:00,49442.574219
2025-05-03 11:55:00,49198.847656
2025-05-03 12:00:00,48945.765625
2025-05-03 12:05:00,48541.894531
2025-05-03 12:10:00,48193.414062
2025-05-03 12:15:00,47956.113281
2025-05-03 12:20:00,47527.226562
2025-05-03 12:25:00,47274.953125
2025-05-03 12:30:00,47331.984375
2025-05-03 12:35:00,47407.742188
2025-05-03 12:40:00,47147.890625
2025-05-03 12:45:00,46795.390625
2025-05-03 12:50:00,46470.003906
2025-05-03 12:55:00,46906.109375
2025-05-03 13:00:00,46797.023438
2025-05-03 13:05:00,46711.402344
